Frase,Categoria
A mente que se abre a uma nova idéia jamais voltará ao seu tamanho original. (Albert Einstein) ,Frases para Twitter
É graça divina começar bem. Graça maior é persistir na caminhada certa. Mas a graça das graças é não desistir nunca. (Dom Hélder Câmara) ,Frases para Twitter
Eu preferiria ser um fracasso em algo que amo do que um sucesso em algo que odeio. (George Burns) ,Frases para Twitter
A saudade é a nossa alma dizendo para onde ela quer voltar. (Rubem Alves) ,Frases para Twitter
A vida não se acaba quando deixamos de viver e sim quando deixamos de buscar algo nela! (Bob Marley) ,Frases para Twitter
"Percebi que a bebida exalta a minha beleza. Sempre que minha mulher me vê bêbado ela diz: ""Bonito, hein!"" ",Frases para Twitter
O beijo mas gostoso é aquele que foi trocado mil vezes com os olhos antes de chegar a boca. ,Frases para Twitter
"O nosso amor é como o vento, você não pode vê-lo, mas eu posso senti-lo. ",Frases para Twitter
Felicidade é a única coisa que podemos dar sem possuir. (Voltaire) ,Frases para Twitter
"Não perca a esperança. Se não fosse pelo último minuto, muitas coisas não teriam acontecido. ",Frases para Twitter
" Digo-vos que assim haverá alegria no céu por um pecador que se arrepende, mais do que por noventa e nove justos que não necessitam de arrependimento. (Livro de Lucas 15:7) ",Frases de Arrependimento
A evolução envolve vários fatores. O arrependimento é definitivamente um deles. (Jufras Menhal) ,Frases de Arrependimento
"Toda oportunidade tem um custo. Se bem aproveitada, torna-se um investimento . Se negligenciada, pode tornar-se um arrependimento. ",Frases de Arrependimento
"O nosso arrependimento não é tanto um remorso do mal que cometemos, mas um temor daquilo que nos pode acontecer. (François de La Rochefoucauld) ",Frases de Arrependimento
"Porque o arrependimento, como o desejo, não procura analisar-se, mas sim satisfazer-se. (Marcel Proust) ",Frases de Arrependimento
Odeio esse acidental arrependimento que vem com a idade. (Michel de Montaigne) ,Frases de Arrependimento
O arrependimento constitui metade do caminho e a oração constitui o resto. (Talmude) ,Frases de Arrependimento
Até a cor do arrependimento desbota com o tempo. (Carlos Drummond de Andrade) ,Frases de Arrependimento
"O remorso é uma impotência, ele voltará a cometer o mesmo pecado. Apenas o arrependimento é uma força que põe termo a tudo. (Honoré de Balzac) ",Frases de Arrependimento
Quem se arrepende de ter errado é quase inocente. (Sêneca) ,Frases de Arrependimento
O arrependimento prolonga a vida do homem. (Textos Judaicos) ,Frases de Arrependimento
Motivo de arrependimento é não aprender com os próprios erros. (Renato Russo) ,Frases de Arrependimento
"Viva de modo a nunca se arrepender se algo que você faça ou diga for publicado pelo mundo afora, mesmo que o que for publicado não seja verdade. (Richard Bach) ",Frases de Arrependimento
"Nunca se arrependa. Se foi bom, é maravilhoso. Se foi ruim, é experiência. ",Frases de Arrependimento
" Para sonhar um ano novo que mereça este nome, você, meu caro, tem de merecê-lo, tem de fazê-lo novo, eu sei que não é fácil, mas tente, experimente, consciente. É dentro de você que o Ano Novo cochila e espera desde sempre. (Carlos Drummond de Andrade) ",Frases de Ano Novo
Jamais haverá ano novo se você continuar a cometer os erros dos anos velhos. Pense nisso. Feliz Ano Novo! ,Frases de Ano Novo
O Dia de ano novo é o aniversário de todo homem. (Charles Lamb) ,Frases de Ano Novo
"Se chovesse felicidade, eu lhe desejaria uma tempestade. Feliz Ano Novo! ",Frases de Ano Novo
"Que esse Novo Ano que se aproxima seja uma porta aberta para novos sonhos, renovações de fé e muita Paz para o nosso mundo. Feliz Ano Novo! ",Frases de Ano Novo
"Que a chuva da paz, da esperança, da felicidade e do amor te peguem com o guarda-chuva quebrado e molhe a todos que estejam ao teu redor. Feliz Ano Novo! ",Frases de Ano Novo
Muitas pessoas esperam o ano novo por um novo começo em hábitos velhos. ,Frases de Ano Novo
"Os amigos são como os radares de trânsito, mesmo que você não os veja, sempre estão por perto. Feliz Ano Novo meu amigo! ",Frases de Ano Novo
Seja feliz nos seus projetos e tenha a felicidade de realizá-los. Feliz Ano Novo! ,Frases de Ano Novo
Espero que seus problemas durem tanto quanto seus propósitos de ano novo. Feliz Ano Novo! ,Frases de Ano Novo
"A verdade é o caminho, o bem é a ação, o belo é o sentimento. Esta é a prática para ser feliz. Usem-na. Feliz Ano Novo! ",Frases de Ano Novo
 A paixão aumenta em função dos obstáculos que se lhe opõe. (William Shakespeare) ,Frases de Paixão
Paixão é uma obsessão positiva. Obsessão é uma paixão negativa. (Paul Carvel) ,Frases de Paixão
"Paixão é o elemento no qual nós vivemos. Sem ela, nós apenas vegetamos. (Lord Byron) ",Frases de Paixão
A única diferença entre um capricho e uma paixão eterna é que o capricho dura um pouco mais. (Oscar Wilde) ,Frases de Paixão
Nada grandioso no mundo foi realizado sem paixão. (Friedrich Hegel) ,Frases de Paixão
Quem domina suas paixões é escravo da razão. (Cyril Connolly) ,Frases de Paixão
A duração da paixão é proporcional à resistência original da mulher. (Honoré de Balzac) ,Frases de Paixão
"Se não se passou pela obrigação absoluta de obedecer ao desejo do corpo, isto é, se não se passou pela paixão, nada se pode fazer na vida. (Marguerite Duras) ",Frases de Paixão
"As paixões são como as ventanias que incham as velas do navio. Algumas vezes o afundam, mas sem elas não se pode navegar. (Voltaire) ",Frases de Paixão
Amor é quando a paixão não tem outro compromisso marcado. (Mário Quintana) ,Frases de Paixão
Quem se apaixona por si mesmo não tem rivais. (Benjamin Franklin) ,Frases de Paixão
" O ciúme nasce sempre com o amor, mas nem sempre morre com ele. (François de La Rochefoucauld) ",Frases de Ciúmes
"A suspeita e o ciúme são como venenos empregados na medicina. Se pouco, salva. Se muito, mata. (Antonio Perez) ",Frases de Ciúmes
O ciúme é o pior dos monstros criados pela imaginação. (Calderón de la Barca) ,Frases de Ciúmes
O amor é forte como a morte. O ciúme é cruel como o túmulo. (Salomão) ,Frases de Ciúmes
"O ciúme, o receio de deixar, o medo de ser deixado são as dores inseparáveis do declínio do amor. (François de La Rochefoucauld) ",Frases de Ciúmes
O destino tem ciúme da nossa felicidade e deixa que os espinhos durem mais do que as rosas. (Racon) ,Frases de Ciúmes
"O ciúme traduz o sentimento de propriedade, ao passo que a inveja mostra o instinto de roubo. ",Frases de Ciúmes
"O ciúme é indicio de baixeza moral. Aquele que desconfia merece que ninguém lhe dê confiança, pois o homem avalia o proceder alheio pelo seu. (Demófilo) ",Frases de Ciúmes
Que vida de inferno é a vida do ciumento! Antes não amar do que amar desse modo. (Paolo Mantegazza) ,Frases de Ciúmes
A suspeita é conselheira dos prudentes e dos discretos. (Calderón de la Barca) ,Frases de Ciúmes
"De todas as enfermidades que acometem o espírito, o ciúme é aquela a qual tudo serve de alimento e nada serve de remédio. (Michel de Montaigne) ",Frases de Ciúmes
Os ciumentos não precisam de motivo para ter ciúme. São ciumentos porque são. O ciúme é um monstro que a si mesmo se gera e de si mesmo nasce. (William Shakespeare) ,Frases de Ciúmes
"Da vida, o amor é o mel, do amor o ciúme é o fel. (Provérbio brasileiro) ",Frases de Ciúmes
 Todo progresso acontece fora da zona de conforto. (Michael John Bobak) ,Frases de Sucesso
O único modo de escapar da corrupção causada pelo sucesso é continuar trabalhando. (Albert Einstein) ,Frases de Sucesso
O sucesso é alcançado e conservado por aqueles que não deixam de tentar. ,Frases de Sucesso
"O sucesso é pessoal e intransferível. Separe um tempo para definir o que é sucesso pra você, depois corra atrás disso. Simples assim. (Jufras Menhal) ",Frases de Sucesso
Oitenta porcento do sucesso é aparecer. (Woody Allen) ,Frases de Sucesso
"O sucesso tem muitos pais, mas o fracasso é órfão. (John F. Kennedy) ",Frases de Sucesso
O único lugar onde o sucesso vem antes do trabalho é no dicionário. (Albert Einstein) ,Frases de Sucesso
O sucesso é ir de fracasso em fracasso sem perder entusiasmo. (Winston Churchill) ,Frases de Sucesso
"Quatro coisas para o sucesso: Trabalhar e orar, pensar e acreditar. (Norman Vincent Peale) ",Frases de Sucesso
Devo o meu sucesso a ouvir respeitosamente os melhores conselhos e depois fazer o contrário. (Gilbert Chesterton) ,Frases de Sucesso
"Para o sucesso, atitude é igualmente tão importante quanto capacidade. (Harry F. Banks) ",Frases de Sucesso
Sucesso é mais atitude do que aptidão. ,Frases de Sucesso
"Não há nenhum segredo para o sucesso. É o resultado de preparação, trabalho duro, e aprender com o fracasso. (Gen. Colin L. Powell) ",Frases de Sucesso
"Procure ser um homem de valor, em vez de ser um homem de sucesso. Assim o sucesso virá naturalmente. ",Frases de Sucesso
Sucesso parece ser em grande parte uma questão de continuar depois que outros desistiram. (William Feather) ,Frases de Sucesso
O segredo do sucesso é saber algo que ninguém mais sabe. (Aristóteles) ,Frases de Sucesso
" Aquele que nunca viu a tristeza, nunca reconhecerá a alegria. (Khalil Gibran) ",Frases de Tristeza
"Feliz na tristeza, triste na alegria. (Giordano Bruno) ",Frases de Tristeza
A única tristeza que não tem consolo na vida é a tristeza que se mereceu. (Jacinto Benavente) ,Frases de Tristeza
Tristeza não tem fim. Felicidade sim. (A Felicidade - Tom Jobim) ,Frases de Tristeza
"Como a doença se dá no corpo, assim a tristeza se dá no espírito. (Sêneca) ",Frases de Tristeza
Cuidado com a tristeza. Ela é um vício. (Gustave Flaubert) ,Frases de Tristeza
A alma resiste muito mais facilmente às mais vivas dores do que à tristeza prolongada. (Jean Jacques Rousseau) ,Frases de Tristeza
Há homens que buscam a tristeza como se lhes fosse preciso sofrer para sentir. (Paul Bourget) ,Frases de Tristeza
"A tristeza é a agonia de um momento. Cultivar a tristeza, um erro de toda vida. (Benjamin Disraeli) ",Frases de Tristeza
"Para suportar a tristeza basta um, mas para desfrutar a felicidade são precisos dois. (Elbert Hubbard) ",Frases de Tristeza
"As tristezas não foram feitas para os animais, mas para os homens, mas se os homens as sentem muito, tornam-se animais. (Miguel de Cervantes) ",Frases de Tristeza
"Se não soubermos esquecer, nunca estaremos livres de tristeza. (Textos Judaicos) ",Frases de Tristeza
"Sobre as asas do tempo, a tristeza vai-se embora. (Jean de La Fontaine) ",Frases de Tristeza
A única verdadeira tristeza está na ausência de desejo. (Charles Ramuz) ,Frases de Tristeza
"Assim como a traça come a roupa, e o cupim rói a madeira, assim a tristeza faz mal ao coração. (São Bernardo) ",Frases de Tristeza
Maior que a tristeza de não haver vencido é a vergonha de não ter lutado. (Ruy Barbosa) ,Frases de Tristeza
"Só se superam todas as tristezas, ou com coragem, ou com um amigo. (Ausônio) ",Frases de Tristeza
A tristeza segue o prazer como sua companheira. (Plauto) ,Frases de Tristeza
A tristeza é um muro entre dois jardins. (Khalil Gibran) ,Frases de Tristeza
 Aprendi que eu posso caminhar sozinho e isso não quer dizer que eu seja uma pessoa sólitaria. ,Frases de Solidão
"Às vezes se fica tanto tempo sozinho, que a solidão deixa de ser ausência e passa se tornar companhia. ",Frases de Solidão
A pior solidão é não ter amizades verdadeiras. (Francis Bacon) ,Frases de Solidão
Há momentos infelizes em que a solidão e o silêncio se tornam meios de liberdade. (Paul Valéry) ,Frases de Solidão
"Solidão: um lugar bom de visitar uma vez ou outra, mas ruim de adotar como morada. (Josh Billings) ",Frases de Solidão
Jamais encontrei companheiro que me fosse mais companheiro que a solidão. (Henry David Thoreau) ,Frases de Solidão
"Por mais que digamos, as recordações não povoam a nossa solidão. Pelo contrário, aumentam-na. (Gustave Flaubert) ",Frases de Solidão
"É a solidão que inspira os poetas, cria os artistas e anima o gênio. (Henri Lacordaire) ",Frases de Solidão
Educação para a vida deveria incluir aulas de solidão. (Mauro Santayama) ,Frases de Solidão
É sobretudo na solidão que se sente a vantagem de viver com alguém que saiba pensar. (Jean Jacques Rousseau) ,Frases de Solidão
A solidão é a sorte de todos os espíritos excepcionais. (Arthur Schopenhauer) ,Frases de Solidão
"Não sei o que é a solidão. Nunca me senti só. Acho fantástico ficar comigo mesma, com minhas milhões de dúvidas e preocupações. (Cleyde Yáconis) ",Frases de Solidão
A pior solidão que existe é darmo-nos conta de que as pessoas são idiotas. (Gonzalo Torrente Ballester) ,Frases de Solidão
O mais eficaz remédio para um cérebro convulsionado é a solidão. (Camilo Castelo Branco) ,Frases de Solidão
"A timidez é uma condição alheia ao coração, uma categoria, uma dimensão que desemboca na solidão. (Pablo Neruda) ",Frases de Solidão
"Solidão é quando o coração, se não está vazio, sobra lugar nele que não acaba mais. (Antônio Maria) ",Frases de Solidão
Não há nada que esteja só. Nada pode estar em completa solidão: o que existe necessita de outro para ser. (Leopoldo Schfer) ,Frases de Solidão
A solidão é um transplante de um peito de carne para um peito de aço. (Mônica Banderas) ,Frases de Solidão
Mesmo o amor que não compensa é melhor que a solidão. (Como dizia o poeta - Vinicius de Moraes) ,Frases de Solidão
